x1,ep_assets_id,province,licence_number,uwi,current_operator,current_operator_parent,current_operator_parent_name,licensee,licensee_parent_company,licensee_parent_company_name,licence_date,current_status,current_status_standardised,well_type,well_type_standardised,confidential_release_date,abandon_date,surf_abandon_date,well_name,formation,field,pool,survey_system,surf_location,surf_township,surf_meridian,surf_range,surf_section,surf_lsd,surf_longitude,surf_latitude,surf_township_range,surf_quarter_unit,surf_unit,surf_block,surf_nts_map_sheet,surf_series,surf_area,surf_sheet,surf_quarter_section,bh_location,bh_township_range,bh_quarter_unit,bh_unit,bh_block,bh_nts_map_sheet,bh_series,bh_area,bh_sheet,bh_quarter_section,bh_longitude,bh_latitude,bh_township,bh_meridian,bh_range,bh_section,bh_lsd,ground_elevation,kb_elevation,total_depth,lahee_class,confidential,surface_owner,os_area,os_deposit,drilling_contractor,spud_date,final_drill_date,rig_release_date,days_drilling,drill_metres_per_day,tvd,well_profile,country,regulatory_agency,psac_area_code,psac_area_name,projected_depth,status_date,status_source,unit_id,unit_name,unit_flag,municipality,completion_date,agent,completed_flag,perf_flag,match,lateral_dist_m,cum_condensate_production_bbls,cum_gas_production_m_mcf,cum_oil_production_bbls,cum_production_hours,cum_water_production_bbls,prod_hours_vs_drill_date
2950,2598573,Alberta,0481857,102023604410W500,Bellatrix Exploration Ltd.,939,Bellatrix Exploration Ltd.,Bellatrix Exploration Ltd.,939,Bellatrix Exploration Ltd.,2016-12-13T00:00:00Z,Pumping,Active,Gas,Gas,2018-03-01T00:00:00Z,NA,NA,BELLATRIX CRDM FERRIER 2-36-44-10,Cardium,Ferrier,Cardium Undefined,DLS,15-36-044-10-W5,44,W5,10,36,15,-115.315951,52.842245,044-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,02-36-044-10-W5,044-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.317872,52.829939,44,W5,10,36,2,946.4,952.2,3366,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Chinook Drilling Inc,2017-02-18T00:00:00Z,2017-03-01T00:00:00Z,2017-03-02T00:00:00Z,11,306,1947.94,Horizontal,Canada,AER,AB2,Foothills Front,3200,2019-07-02T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1376.4333112940008,2.51592,1272.9219659999999,0,22069,1598.23818,3.2621742112482854e-4
2954,2605636,Alberta,0484843,100150104510W500,Bellatrix Exploration Ltd.,939,Bellatrix Exploration Ltd.,Bellatrix Exploration Ltd.,939,Bellatrix Exploration Ltd.,2017-08-02T00:00:00Z,Pumping,Active,Gas,Gas,2018-10-08T00:00:00Z,NA,NA,BELLATRIX CRDM FERRIER 15-1-45-10,Cardium,Ferrier,Cardium Undefined,DLS,15-36-044-10-W5,44,W5,10,36,15,-115.315754,52.842434,044-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,15-01-045-10-W5,045-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-115.318326,52.856871999999996,45,W5,10,1,15,947.3,953.6,3504,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Akita Drilling Ltd,2017-09-28T00:00:00Z,2017-10-08T00:00:00Z,2017-10-12T00:00:00Z,10,350.4,1953.02,Horizontal,Canada,AER,AB2,Foothills Front,3386,2019-07-02T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1617.0561660421479,94.34700000000001,1041.11915028,0,17315,537.7778999999999,1.9960666592887708e-4
2962,2608491,Alberta,0486336,100042003905W500,Prairie Storm Energy Corp.,8964,Prairie Storm Energy Corp.,Prairie Storm Energy Corp.,8964,Prairie Storm Energy Corp.,2017-11-16T00:00:00Z,Pumping,Active,Crude Oil,Oil,2018-02-01T00:00:00Z,NA,NA,PSEC HZ WILLGR 4-20-39-5,Cardium,Willesden Green,Commingled Pool 007,DLS,16-30-039-05-W5,39,W5,5,30,16,-114.70095400000001,52.390376,039-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,04-20-039-05-W5,039-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.695619,52.366040000000005,39,W5,5,20,4,950.7,955.6,4476,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Nabors Drilling Limited,2017-12-04T00:00:00Z,2017-12-16T00:00:00Z,2017-12-19T00:00:00Z,12,373,1872.27,Horizontal,Canada,AER,AB2,Foothills Front,4605,2018-01-22T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2733.2705037804844,0,20.25656928,25215.179219999998,15889,0,1.7138906147526838e-4
3057,2616500,Alberta,0491425,100162206608W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2018-10-15T00:00:00Z,Pumping,Active,Crude Oil,Oil,2020-08-19T00:00:00Z,NA,NA,MODERN HZ WAPITI 16-22-66-8,Cardium,Wapiti,Unspecified,DLS,16-21-066-08-W6,66,W6,8,21,16,-119.135038,54.731837,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,16-22-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-119.111426,54.733191000000005,66,W6,8,22,16,997.7,1002.9,2836,Development,Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-08-12T00:00:00Z,2019-08-19T00:00:00Z,2019-08-21T00:00:00Z,7,405.14,1480.94,Directional,Canada,AER,AB2,Foothills Front,3070.2,2019-12-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1533.0251174123134,0,24.706234079999998,16061.63328,0,0,0
3058,2616514,Alberta,0491461,102132106608W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2018-10-17T00:00:00Z,Pumping,Active,Crude Oil,Oil,2020-08-28T00:00:00Z,NA,NA,MODERN 102 HZ WAPITI 13-21-66-8,Cardium,Wapiti,Unspecified,DLS,16-21-066-08-W6,66,W6,8,21,16,-119.135021,54.731747999999996,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,13-21-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.156476,54.730782999999995,66,W6,8,21,13,997.6,1002.8,2790,Development,Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-08-22T00:00:00Z,2019-08-28T00:00:00Z,2019-08-30T00:00:00Z,6,465,1477.59,Directional,Canada,AER,AB2,Foothills Front,2791,2019-12-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1390.4405425389127,0,19.698595440000002,14977.900740000001,0,0,0
3059,2616515,Alberta,0491462,100122106608W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2018-10-17T00:00:00Z,Pumping,Active,Crude Oil,Oil,2020-09-07T00:00:00Z,NA,NA,MODERN HZ WAPITI 12-21-66-8,Cardium,Wapiti,Unspecified,DLS,16-21-066-08-W6,66,W6,8,21,16,-119.13481499999999,54.73149,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,12-21-066-08-W6,066-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-119.156296,54.728153000000006,66,W6,8,21,12,997.3,1002.8,2824,Development,Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-08-31T00:00:00Z,2019-09-07T00:00:00Z,2019-09-09T00:00:00Z,7,403.43,1479.26,Directional,Canada,AER,AB2,Foothills Front,2871,2019-12-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1437.1239389568675,0,21.44314656,14974.12686,0,0,0
3087,2620192,Alberta,0494019,102021605624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2019-03-28T00:00:00Z,Flowing,Active,Gas,Gas,2020-06-08T00:00:00Z,NA,NA,PEYTO WILD RIV 2-16-56-24,Cardium,Wild River,Unspecified,DLS,01-09-056-24-W5,56,W5,24,9,1,-117.500151,53.818001,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-16-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-117.50485900000001,53.834084999999995,56,W5,24,16,2,1161.2,1166,4128,Development,Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2019-05-28T00:00:00Z,2019-06-08T00:00:00Z,2019-06-11T00:00:00Z,11,375.27,2334.15,Directional,Canada,AER,AB2,Foothills Front,4200,2019-08-15T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1820.1763834834962,136.48866,194.7964368,0,0,6175.9546199999995,0
3088,2617108,Alberta,0491743,100160805624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2018-11-02T00:00:00Z,Pumping,Active,Gas,Gas,2020-04-24T00:00:00Z,NA,NA,PEYTO WILD RIV 16-8-56-24,Cardium,Wild River,Unspecified,DLS,13-08-056-24-W5,56,W5,24,8,13,-117.54283600000001,53.8305,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,16-08-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-117.52203600000001,53.830539,56,W5,24,8,16,1130.6,1135.8,3586,Development,Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-04-15T00:00:00Z,2019-04-24T00:00:00Z,2019-04-26T00:00:00Z,9,398.44,2310.74,Directional,Canada,AER,AB2,Foothills Front,3600,2019-10-04T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1372.0727242410392,2343.57948,370.93253328000003,0,0,3366.30096,0
3089,2624212,Alberta,0496544,100010205624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2019-11-22T00:00:00Z,Flowing,Active,Gas,Gas,2020-12-23T00:00:00Z,NA,NA,PEYTO WILD RIV 1-2-56-24,Cardium,Wild River,Unspecified,DLS,04-02-056-24-W5,56,W5,24,2,4,-117.468972,53.803284,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,01-02-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-117.445698,53.804584,56,W5,24,2,1,1162.6,1168.8,3942,Development,Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-12-16T00:00:00Z,2019-12-23T00:00:00Z,2019-12-26T00:00:00Z,7,563.14,2364.36,Directional,Canada,AER,AB2,Foothills Front,3950,2020-02-04T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1542.9833841337677,NA,NA,NA,NA,NA,NA
3091,2617564,Alberta,0492189,100163005624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2018-11-23T00:00:00Z,Flowing,Active,Gas,Gas,2020-12-03T00:00:00Z,NA,NA,PEYTO WILD RIV 16-30-56-24,Cardium,Wild River,Unspecified,DLS,16-19-056-24-W5,56,W5,24,19,16,-117.549973,53.859726,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,16-30-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-117.54701100000001,53.87409399999999,56,W5,24,30,16,1084.9,1089.6,3791,Development,Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-11-23T00:00:00Z,2019-12-03T00:00:00Z,2019-12-05T00:00:00Z,10,379.1,2222.41,Directional,Canada,AER,AB2,Foothills Front,3700,2019-12-31T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1614.0396301085182,1664.91006,71.72082732,0,0,4485.88536,0
3092,2621295,Alberta,0494727,100162005624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2019-06-04T00:00:00Z,Flowing,Active,Gas,Gas,2020-12-05T00:00:00Z,NA,NA,PEYTO WILD RIV 16-20-56-24,Cardium,Wild River,Unspecified,DLS,16-17-056-24-W5,56,W5,24,17,16,-117.52433300000001,53.845921999999995,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,16-20-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-117.522573,53.85965,56,W5,24,20,16,1097.5,1105.8,3650,Development,Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-11-27T00:00:00Z,2019-12-05T00:00:00Z,2019-12-07T00:00:00Z,8,456.25,2242.65,Directional,Canada,AER,AB2,Foothills Front,3700,2019-12-23T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1535.186818452592,1474.9580999999998,78.9815502,0,0,4446.8886,0
3093,2620968,Alberta,0494479,102152005624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2019-05-15T00:00:00Z,Flowing,Active,Gas,Gas,2020-09-07T00:00:00Z,NA,NA,PEYTO WILD RIV 15-20-56-24,Cardium,Wild River,Unspecified,DLS,16-17-056-24-W5,56,W5,24,17,16,-117.524391,53.845518999999996,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,15-20-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-117.53141000000001,53.859356999999996,56,W5,24,20,15,1099,1105.3,3823,Development,Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-08-28T00:00:00Z,2019-09-07T00:00:00Z,2019-09-09T00:00:00Z,10,382.3,2246.97,Directional,Canada,AER,AB2,Foothills Front,3750,2019-10-23T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1610.9628829356163,728.98782,259.16472276,0,0,5405.45412,0
3094,2617559,Alberta,0492192,100142005624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2018-11-23T00:00:00Z,Pumping,Active,Gas,Gas,2020-08-04T00:00:00Z,NA,NA,PEYTO WILD RIV 14-20-56-24,Cardium,Wild River,Unspecified,DLS,13-17-056-24-W5,56,W5,24,17,13,-117.539252,53.845220999999995,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,14-20-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-117.53661899999999,53.859123,56,W5,24,20,14,1099.7,1104.7,3651,Development,Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-07-27T00:00:00Z,2019-08-04T00:00:00Z,2019-08-06T00:00:00Z,8,456.38,2246.74,Directional,Canada,AER,AB2,Foothills Front,3725,2020-01-07T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1559.902861377106,578.03262,286.19820216,0,0,4183.9749600000005,0
3095,2617558,Alberta,0492191,104132005624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2018-11-23T00:00:00Z,Flowing,Active,Gas,Gas,2020-07-24T00:00:00Z,NA,NA,PEYTO WILD RIV 13-20-56-24,Cardium,Wild River,Unspecified,DLS,13-17-056-24-W5,56,W5,24,17,13,-117.53929,53.845089,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,13-20-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-117.54110800000001,53.858522,56,W5,24,20,13,1099.7,1104.7,3589,Development,Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-07-17T00:00:00Z,2019-07-24T00:00:00Z,2019-07-26T00:00:00Z,7,512.71,2247.36,Directional,Canada,AER,AB2,Foothills Front,3700,2019-08-26T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1502.7055198077335,650.9943,286.09578924,0,0,5238.14544,0
3096,2620948,Alberta,0494460,100102005624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2019-05-14T00:00:00Z,Pumping,Active,Gas,Gas,2020-09-17T00:00:00Z,NA,NA,PEYTO WILD RIV 10-20-56-24,Cardium,Wild River,Unspecified,DLS,16-17-056-24-W5,56,W5,24,17,16,-117.524325,53.845966000000004,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,10-20-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-117.52678300000001,53.856788,56,W5,24,20,10,1097.3,1105.3,3335,Development,Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-09-09T00:00:00Z,2019-09-17T00:00:00Z,2019-09-19T00:00:00Z,8,416.88,2242.68,Directional,Canada,AER,AB2,Foothills Front,3700,2020-01-12T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1217.5850678624552,386.19372,192.0771972,0,0,4267.6293,0
3097,2620469,Alberta,0494136,100021705624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2019-04-04T00:00:00Z,Flowing,Active,Gas,Gas,2020-06-23T00:00:00Z,NA,NA,PEYTO WILD RIV 2-17-56-24,Cardium,Wild River,Unspecified,DLS,16-17-056-24-W5,56,W5,24,17,16,-117.524351,53.845788,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,02-17-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-117.53126999999999,53.83259399999999,56,W5,24,17,2,1097.9,1105.7,3702,Development,Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-06-13T00:00:00Z,2019-06-23T00:00:00Z,2019-06-25T00:00:00Z,10,370.2,2268.73,Directional,Canada,AER,AB2,Foothills Front,3700,2019-07-30T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1540.3917929841398,649.10736,369.84130596,0,0,4606.0205399999995,0
3098,2621025,Alberta,0494542,1S0011705624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2019-05-21T00:00:00Z,Flowing,Active,Gas,Gas,2020-08-26T00:00:00Z,NA,NA,PEYTO WILD RIV 1-17-56-24,Cardium,Wild River,Unspecified,DLS,16-17-056-24-W5,56,W5,24,17,16,-117.52443000000001,53.84525,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,01-17-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-117.52488100000001,53.83201,56,W5,24,17,1,1099.2,1105.6,3565,Development,Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-08-17T00:00:00Z,2019-08-26T00:00:00Z,2019-08-28T00:00:00Z,9,396.11,2260.91,Directional,Canada,AER,AB2,Foothills Front,3625,2019-10-24T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1476.6785339957082,1207.01262,220.36082052,0,0,3256.85844,0
3099,2620468,Alberta,0494135,100011705624W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2019-04-04T00:00:00Z,Flowing,Active,Gas,Gas,2020-11-24T00:00:00Z,NA,NA,PEYTO WILD RIV 1-17-56-24,Cardium,Wild River,Unspecified,DLS,16-17-056-24-W5,56,W5,24,17,16,-117.524371,53.845653000000006,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,01-17-056-24-W5,056-24-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-117.51980800000001,53.832215000000005,56,W5,24,17,1,1098.7,1105.8,3722,Development,Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2019-11-17T00:00:00Z,2019-11-24T00:00:00Z,2019-11-26T00:00:00Z,7,531.71,2259,Directional,Canada,AER,AB2,Foothills Front,3670,2019-12-23T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1528.3746413661152,1393.81968,89.66780868,0,0,4971.45792,0
3100,2619456,Alberta,0493583,100030805423W500,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,Peyto Exploration & Development Corp.,519,Peyto Exploration & Development Corp.,2019-01-25T00:00:00Z,Pumping,Active,Gas,Gas,2020-03-09T00:00:00Z,NA,NA,PEYTO SUNDANCE 3-8-54-23,Cardium,Sundance,Unspecified,DLS,13-08-054-23-W5,54,W5,23,8,13,-117.3643,53.655764000000005,054-23-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,03-08-054-23-W5,054-23-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-117.358071,53.645311,54,W5,23,8,3,1309.4,1314.9,3830,Development,Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2019-02-23T00:00:00Z,2019-03-09T00:00:00Z,2019-03-11T00:00:00Z,14,273.57,2636.77,Directional,Canada,AER,AB2,Foothills Front,NA,2019-10-08T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1236.3432481635234,0,300.23583516,0,0,11329.187759999999,0
3101,2619487,Alberta,0493581,100022905022W500,Tourmaline Oil Corp.,1312,Tourmaline Oil Corp.,Tourmaline Oil Corp.,1312,Tourmaline Oil Corp.,2019-01-25T00:00:00Z,Flowing,Active,Gas,Gas,2020-03-04T00:00:00Z,NA,NA,TOURMALINE HZ LAMBERT 2-29-50-22,Cardium,Lambert,Unspecified,DLS,16-30-050-22-W5,50,W5,22,30,16,-117.19586699999999,53.349779000000005,050-22-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,02-29-050-22-W5,050-22-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-117.17805700000001,53.339437,50,W5,22,29,2,1169.6,1176,4223,Development,Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-02-14T00:00:00Z,2019-03-04T00:00:00Z,2019-03-06T00:00:00Z,18,234.61,2692.28,Directional,Canada,AER,AB2,Foothills Front,NA,2019-03-21T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1655.5872618612173,428.33538,1454.45416392,0,0,0,0
3102,2622476,Alberta,0495556,100033105022W500,Tourmaline Oil Corp.,1312,Tourmaline Oil Corp.,Tourmaline Oil Corp.,1312,Tourmaline Oil Corp.,2019-08-23T00:00:00Z,Flowing,Active,Gas,Gas,2020-10-17T00:00:00Z,NA,NA,TOURMALINE HZ LAMBERT 3-31-50-22,Cardium,Lambert,Unspecified,DLS,16-30-050-22-W5,50,W5,22,30,16,-117.195829,53.350088,050-22-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,03-31-050-22-W5,050-22-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-117.209298,53.355321999999994,50,W5,22,31,3,1169.6,1176,3627,Development,Confidential,Crown,Not Applicable,Not Applicable,Nabors Drilling Limited,2019-10-03T00:00:00Z,2019-10-17T00:00:00Z,2019-10-19T00:00:00Z,14,259.07,2670.36,Directional,Canada,AER,AB2,Foothills Front,4200,2019-11-25T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1071.2545409929487,257.8818,206.63748924,0,0,0,0
3103,2622477,Alberta,0495558,103022905022W500,Tourmaline Oil Corp.,1312,Tourmaline Oil Corp.,Tourmaline Oil Corp.,1312,Tourmaline Oil Corp.,2019-08-23T00:00:00Z,Flowing,Active,Gas,Gas,2020-10-29T00:00:00Z,NA,NA,TOURMALINE HZ 103 LAMBERT 2-29-50-22,Cardium,Lambert,Unspecified,DLS,16-30-050-22-W5,50,W5,22,30,16,-117.195885,53.350116,050-22-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,02-29-050-22-W5,050-22-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-117.180229,53.339564,50,W5,22,29,2,1169.6,1176,3974,Development,Confidential,Crown,Not Applicable,Not Applicable,Nabors Drilling Limited,2019-10-02T00:00:00Z,2019-10-29T00:00:00Z,2019-10-31T00:00:00Z,27,147.19,2528.83,Directional,Canada,AER,AB2,Foothills Front,4300,2019-11-25T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1573.1053671347318,270.4614,756.17109204,0,0,0,0
