,EPAssetsId,Province,LicenceNumber,UWI,CurrentOperator,CurrentOperatorParent,CurrentOperatorParentName,Licensee,LicenseeParentCompany,LicenseeParentCompanyName,LicenceDate,CurrentStatus,CurrentStatusStandardised,WellType,WellTypeStandardised,ConfidentialReleaseDate,AbandonDate,SurfAbandonDate,WellName,Formation,Field,Pool,SurveySystem,Surf_Location,Surf_Township,Surf_Meridian,Surf_Range,Surf_Section,Surf_LSD,Surf_Longitude,Surf_Latitude,Surf_TownshipRange,Surf_QuarterUnit,Surf_Unit,Surf_Block,Surf_NTSMapSheet,Surf_Series,Surf_Area,Surf_Sheet,Surf_QuarterSection,BH_Location,BH_TownshipRange,BH_QuarterUnit,BH_Unit,BH_Block,BH_NTSMapSheet,BH_Series,BH_Area,BH_Sheet,BH_QuarterSection,BH_Longitude,BH_Latitude,BH_Township,BH_Meridian,BH_Range,BH_Section,BH_LSD,GroundElevation,KBElevation,TotalDepth,LaheeClass,Confidential,SurfaceOwner,OSArea,OSDeposit,DrillingContractor,SpudDate,FinalDrillDate,RigReleaseDate,DaysDrilling,DrillMetresPerDay,TVD,WellProfile,Country,RegulatoryAgency,PSACAreaCode,PSACAreaName,ProjectedDepth,StatusDate,StatusSource,UnitID,UnitName,UnitFlag,Municipality,CompletionDate,Agent,_Completed`Flag,_Perf`Flag,Match
10116,2587552,Alberta,0475787,102051804805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2015-06-16 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 102 HZ PEMBINA 5-18-48-5,Cardium,Pembina,Cardium,DLS,06-07-048-05-W5,048,W5,05,07,06,-114.726417,53.124368000000004,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-18-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.726998,53.140827,048,W5,05,18,05,864.9,869.7,3122.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2015-07-10 00:00:00.000,2015-07-16 00:00:00.000,2015-07-17 00:00:00.000,6.0,520.33,1414.73,Horizontal,Canada,AER,AB5,Central Alberta,3120.2,2015-11-05 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10117,2587553,Alberta,0475785,100051804805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2015-06-15 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA HZ PEMBINA 5-18-48-5,Cardium,Pembina,Cardium,DLS,06-07-048-05-W5,048,W5,05,07,06,-114.72664099999999,53.124371,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-18-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.73083700000001,53.140823,048,W5,05,18,05,864.8,869.6,3222.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2015-07-18 00:00:00.000,2015-07-23 00:00:00.000,2015-07-24 00:00:00.000,5.0,644.4,1417.34,Horizontal,Canada,AER,AB5,Central Alberta,3226.3,2015-11-05 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10118,2587554,Alberta,0475587,103140804805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2015-06-01 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 103 HZ PEMBINA 14-8-48-5,Cardium,Pembina,Cardium,DLS,05-05-048-05-W5,048,W5,05,05,05,-114.70718799999999,53.110214,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,14-08-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.69816499999999,53.13339499999999,048,W5,05,08,14,870.9,875.7,4069.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2015-06-21 00:00:00.000,2015-06-30 00:00:00.000,2015-07-01 00:00:00.000,9.0,452.11,1421.24,Horizontal,Canada,AER,AB5,Central Alberta,4074.4,2015-07-19 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10119,2587555,Alberta,0475573,102140804805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2015-06-01 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 102 HZ PEMBINA 14-8-48-5,Cardium,Pembina,Cardium,DLS,05-05-048-05-W5,048,W5,05,05,05,-114.70733700000001,53.110214,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,14-08-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.70199199999999,53.133405,048,W5,05,08,14,871.0,875.8,4051.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2015-06-11 00:00:00.000,2015-06-18 00:00:00.000,2015-06-20 00:00:00.000,7.0,578.71,1422.83,Horizontal,Canada,AER,AB5,Central Alberta,4051.4,2015-07-14 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10120,2587556,Alberta,0475586,100130804805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2015-06-01 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA HZ PEMBINA 13-8-48-5,Cardium,Pembina,Cardium,DLS,05-05-048-05-W5,048,W5,05,05,05,-114.70756100000001,53.110214,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,13-08-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.70613999999999,53.133391,048,W5,05,08,13,871.0,875.8,3902.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2015-06-03 00:00:00.000,2015-06-09 00:00:00.000,2015-06-11 00:00:00.000,6.0,650.33,1425.5,Horizontal,Canada,AER,AB5,Central Alberta,3904.8,2015-07-17 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10121,2594242,Alberta,0479655,104080804805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2016-06-14 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 104 HZ PEMBINA 8-8-48-5,Cardium,Pembina,Cardium,DLS,08-05-048-05-W5,048,W5,05,05,08,-114.68795700000001,53.110211,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,08-08-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.68616499999999,53.126167,048,W5,05,08,08,862.4,872.3,3081.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2017-02-03 00:00:00.000,2017-02-08 00:00:00.000,2017-02-09 00:00:00.000,5.0,616.2,1411.28,Horizontal,Canada,AER,AB5,Central Alberta,3110.0,2017-04-01 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10122,2594241,Alberta,0479653,103080804805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2016-06-14 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 103 HZ PEMBINA 8-8-48-5,Cardium,Pembina,Cardium,DLS,08-05-048-05-W5,048,W5,05,05,08,-114.688107,53.110211,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,08-08-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.690284,53.126125,048,W5,05,08,08,862.8,867.4,3083.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2017-02-09 00:00:00.000,2017-02-13 00:00:00.000,2017-02-15 00:00:00.000,4.0,770.75,1411.93,Horizontal,Canada,AER,AB5,Central Alberta,3120.0,2017-04-01 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10123,2594240,Alberta,0479652,100070804805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2016-06-14 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA HZ PEMBINA 7-8-48-5,Cardium,Pembina,Cardium,DLS,08-05-048-05-W5,048,W5,05,05,08,-114.688331,53.110212,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,07-08-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.694243,53.126183,048,W5,05,08,07,863.2,867.6,3176.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2017-02-15 00:00:00.000,2017-02-20 00:00:00.000,2017-02-21 00:00:00.000,5.0,635.2,1412.33,Horizontal,Canada,AER,AB5,Central Alberta,3230.0,2017-04-01 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10124,2585665,Alberta,0474703,103160704805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2015-02-24 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 103 HZ PEMBINA 16-7-48-5,Cardium,Pembina,Cardium,DLS,05-05-048-05-W5,048,W5,05,05,05,-114.70771,53.110214,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,16-07-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.710397,53.133393999999996,048,W5,05,07,16,871.0,875.8,3901.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2015-05-25 00:00:00.000,2015-06-01 00:00:00.000,2015-06-03 00:00:00.000,7.0,557.29,1424.67,Horizontal,Canada,AER,AB5,Central Alberta,3906.4,2015-07-19 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10125,2585171,Alberta,0474362,102160704805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2015-01-23 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 102 HZ PEMBINA 16-7-48-5,Cardium,Pembina,Cardium,DLS,06-06-048-05-W5,048,W5,05,06,06,-114.72333300000001,53.110434,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,16-07-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.714244,53.133362,048,W5,05,07,16,875.6,880.1,4040.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2015-02-15 00:00:00.000,2015-02-21 00:00:00.000,2015-02-24 00:00:00.000,6.0,673.33,1432.9,Horizontal,Canada,AER,AB5,Central Alberta,4005.3,2015-06-26 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10126,2585170,Alberta,0474361,100150704805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2015-01-23 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA HZ PEMBINA 15-7-48-5,Cardium,Pembina,Cardium,DLS,06-06-048-05-W5,048,W5,05,06,06,-114.723482,53.110434,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,15-07-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.718694,53.133316,048,W5,05,07,15,875.7,880.0,3877.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2015-02-07 00:00:00.000,2015-02-13 00:00:00.000,2015-02-14 00:00:00.000,6.0,646.17,1434.72,Horizontal,Canada,AER,AB5,Central Alberta,3887.1,2015-06-27 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10127,2585169,Alberta,0474360,103060704805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2015-01-23 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 103 HZ PEMBINA 6-7-48-5,Cardium,Pembina,Cardium,DLS,06-06-048-05-W5,048,W5,05,06,06,-114.723706,53.110434,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,06-07-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.72260700000001,53.126752,048,W5,05,07,06,875.8,880.0,3114.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2015-01-31 00:00:00.000,2015-02-05 00:00:00.000,2015-02-06 00:00:00.000,5.0,622.8,1438.22,Horizontal,Canada,AER,AB5,Central Alberta,3107.1,2015-06-24 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10128,2585168,Alberta,0474251,102050704805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2015-01-13 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 102 HZ PEMBINA 5-7-48-5,Cardium,Pembina,Cardium,DLS,06-06-048-05-W5,048,W5,05,06,06,-114.723855,53.110434,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-07-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.727347,53.126875,048,W5,05,07,05,875.8,879.9,3120.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2015-01-25 00:00:00.000,2015-01-30 00:00:00.000,2015-01-31 00:00:00.000,5.0,624.0,1436.89,Horizontal,Canada,AER,AB5,Central Alberta,3123.1,2015-06-24 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10129,2606937,Alberta,0485549,102160404805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2017-09-25 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 102 HZ PEMBINA 16-4-48-5,Cardium,Pembina,Cardium,DLS,09-05-048-05-W5,048,W5,05,05,09,-114.687403,53.114497,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,16-04-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.66123,53.118567000000006,048,W5,05,04,16,856.4,861.4,3113.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2017-10-06 00:00:00.000,2017-10-11 00:00:00.000,2017-10-12 00:00:00.000,5.0,622.6,1402.01,Horizontal,Canada,AER,AB5,Central Alberta,3160.0,2017-11-10 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10130,2607007,Alberta,0485611,102090404805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2017-09-29 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 102 HZ PEMBINA 9-4-48-5,Cardium,Pembina,Cardium,DLS,09-05-048-05-W5,048,W5,05,05,09,-114.68703000000001,53.114497,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,09-04-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.66128300000001,53.113246,048,W5,05,04,09,856.5,861.5,3041.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2017-10-18 00:00:00.000,2017-10-22 00:00:00.000,2017-10-23 00:00:00.000,4.0,760.25,1404.19,Horizontal,Canada,AER,AB5,Central Alberta,3016.0,2017-11-10 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10131,2606938,Alberta,0485541,100090404805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2017-09-25 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA HZ PEMBINA 9-4-48-5,Cardium,Pembina,Cardium,DLS,09-05-048-05-W5,048,W5,05,05,09,-114.68725400000001,53.114497,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,09-04-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.661147,53.115798,048,W5,05,04,09,856.4,861.4,3069.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2017-10-12 00:00:00.000,2017-10-16 00:00:00.000,2017-10-18 00:00:00.000,4.0,767.25,1402.99,Horizontal,Canada,AER,AB5,Central Alberta,3025.0,2017-11-10 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10132,2610323,Alberta,0487551,102080404805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2018-01-05 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 102 HZ PEMBINA 8-4-48-5,Cardium,Pembina,Cardium,DLS,08-05-048-05-W5,048,W5,05,05,08,-114.68795800000001,53.109941000000006,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,08-04-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.66039199999999,53.110381000000004,048,W5,05,04,08,861.9,867.8,3130.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2018-01-11 00:00:00.000,2018-01-16 00:00:00.000,2018-01-18 00:00:00.000,5.0,626.0,1409.29,Horizontal,Canada,AER,AB5,Central Alberta,3200.0,2018-03-01 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10133,2610386,Alberta,0487613,102010404805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2018-01-10 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 102 HZ PEMBINA 1-4-48-5,Cardium,Pembina,Cardium,DLS,08-05-048-05-W5,048,W5,05,05,08,-114.688331,53.109942000000004,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-04-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.660358,53.105714,048,W5,05,04,01,862.6,867.8,3265.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2018-01-24 00:00:00.000,2018-01-29 00:00:00.000,2018-01-30 00:00:00.000,5.0,653.0,1409.5,Horizontal,Canada,AER,AB5,Central Alberta,3200.0,2018-03-04 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10134,2610322,Alberta,0487552,100010404805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2018-01-05 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA HZ PEMBINA 1-4-48-5,Cardium,Pembina,Cardium,DLS,08-05-048-05-W5,048,W5,05,05,08,-114.688107,53.109941000000006,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-04-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.660334,53.108059,048,W5,05,04,01,862.1,867.8,3172.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2018-01-18 00:00:00.000,2018-01-23 00:00:00.000,2018-01-24 00:00:00.000,5.0,634.4,1409.78,Horizontal,Canada,AER,AB5,Central Alberta,3200.0,2018-03-01 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10135,2605267,Alberta,0484815,100151404907W500,Arc Resources Ltd.,16,ARC Resources Ltd.,Arc Resources Ltd.,16,ARC Resources Ltd.,2017-08-01 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,ARC HZ PEMBINA 15-14-49-7,Cardium,Pembina,Cardium,DLS,13-12-049-07-W5,049,W5,07,12,13,-114.900476,53.220977000000005,049-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,15-14-049-07-W5,049-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.91090700000001,53.235064,049,W5,07,14,15,742.4,746.9,3015.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Precision Drilling Corporation,2017-08-18 00:00:00.000,2017-08-22 00:00:00.000,2017-08-22 00:00:00.000,4.0,753.75,1309.79,Horizontal,Canada,AER,AB5,Central Alberta,3275.0,2017-11-18 00:00:00.000,AER,AB UN 085        30,NORTH PEMBINA CARDIUM UNIT NO. 1,Yes,,,Unspecified,1,1,Yes
10136,2605265,Alberta,0484813,100131404907W500,Arc Resources Ltd.,16,ARC Resources Ltd.,Arc Resources Ltd.,16,ARC Resources Ltd.,2017-08-01 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,ARC HZ PEMBINA 13-14-49-7,Cardium,Pembina,Cardium,DLS,13-12-049-07-W5,049,W5,07,12,13,-114.90034399999999,53.220816000000006,049-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,13-14-049-07-W5,049-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.923557,53.235039,049,W5,07,14,13,742.1,747.0,3347.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Precision Drilling Corporation,2017-08-28 00:00:00.000,2017-09-02 00:00:00.000,2017-09-03 00:00:00.000,5.0,669.4,1309.01,Horizontal,Canada,AER,AB5,Central Alberta,3400.0,2017-11-13 00:00:00.000,AER,AB UN 085        30,NORTH PEMBINA CARDIUM UNIT NO. 1,Yes,,,Unspecified,1,1,Yes
10137,2600536,Alberta,0482388,103093504805W500,Arc Resources Ltd.,16,ARC Resources Ltd.,Arc Resources Ltd.,16,ARC Resources Ltd.,2017-01-13 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,ARC HZ 103 PEMBINA 9-35-48-5,Cardium,Pembina,Cardium,DLS,10-03-049-05-W5,049,W5,05,03,10,-114.642077,53.200556999999996,049-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,09-35-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.61606499999999,53.186312,048,W5,05,35,09,799.2,804.5,3473.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Savanna Drilling Corp.,2017-02-23 00:00:00.000,2017-02-28 00:00:00.000,2017-03-01 00:00:00.000,5.0,694.6,1284.43,Horizontal,Canada,AER,AB5,Central Alberta,3460.0,2017-04-13 00:00:00.000,AER,AB UN 085       100,LINDALE CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
10138,2587551,Alberta,0475786,102061804805W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2015-06-15 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 102 HZ PEMBINA 6-18-48-5,Cardium,Pembina,Cardium,DLS,06-07-048-05-W5,048,W5,05,07,06,-114.726193,53.124365000000004,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,06-18-048-05-W5,048-05-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.722553,53.14081899999999,048,W5,05,18,06,864.8,869.6,3182.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2015-07-02 00:00:00.000,2015-07-08 00:00:00.000,2015-07-10 00:00:00.000,6.0,530.33,1412.71,Horizontal,Canada,AER,AB5,Central Alberta,1608.0,2015-11-05 00:00:00.000,AER,AB UN 085       228,CARNWOOD CARDIUM UNIT,Yes,,,Unspecified,1,1,Yes
